Date Created,Duration,Date Digitized,Physical Format,Episode Number,Program Title,Series Title
11/21/1992,0:38:22,,3/4 inch videotape,,Wisconsin vs. Colorado College 1st period,UW Men's hockey
11/21/1992,0:37:38,,3/4 inch videotape,,Wisconsin vs. Colorado College 2nd period,UW Men's hockey
11/21/1992,0:46:10,,3/4 inch videotape,,Wisconsin vs. Colorado College 3rd period,UW Men's hockey
11/21/1992,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
12/4/1992,0:35:37,,3/4 inch videotape,,Wisconsin vs. North Dakota 1st period,UW Men's hockey
11/21/2003,0:45:00,,Betacam SP,,Wisconsin vs. Colorado College 3rd period,UW Men's hockey
11/21/2003,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
11/30/2007,0:45:00,,Betacam SP,,Wisconsin vs. St. Cloud State 2nd period,UW Men's hockey
11/30/2007,0:45:00,,Betacam SP,,Wisconsin vs. St. Cloud State 3rd period,UW Men's hockey
11/30/2007,2:15:00,,DVD,,Wisconsin vs. St. Cloud State,UW Men's hockey
12/1/2007,0:45:00,,Betacam SP,,Wisconsin vs. St. Cloud State 1st period,UW Men's hockey
12/1/2007,0:45:00,,Betacam SP,,Wisconsin vs. St. Cloud State 2nd period,UW Men's hockey
11/5/1993,0:39:30,,3/4 inch videotape,,Wisconsin vs. North Dakota 2nd period,UW Men's hockey
11/5/1993,0:40:29,,3/4 inch videotape,,Wisconsin vs. North Dakota 3rd period,UW Men's hockey
11/5/1993,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
11/6/1993,0:38:22,,3/4 inch videotape,,Wisconsin vs. North Dakota 1st period,UW Men's hockey
11/6/1993,0:41:29,,3/4 inch videotape,,Wisconsin vs. North Dakota 2nd period,UW Men's hockey
11/6/1993,0:42:53,,3/4 inch videotape,,Wisconsin vs. North Dakota 3rd period,UW Men's hockey
11/6/1993,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
11/19/1993,0:38:45,,3/4 inch videotape,,Wisconsin vs. Colorado College 1st period,UW Men's hockey
11/19/1993,0:41:43,,3/4 inch videotape,,Wisconsin vs. Colorado College 2nd period,UW Men's hockey
11/19/1993,0:40:00,,3/4 inch videotape,,Wisconsin vs. Colorado College 3rd period,UW Men's hockey
11/19/1993,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
3/6/1993,0:53:51,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 2nd period,UW Men's hockey
3/6/1993,0:45:05,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 3rd period,UW Men's hockey
3/6/1993,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
3/7/1993,0:46:24,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 1st period,UW Men's hockey
3/7/1993,0:37:39,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 2nd period,UW Men's hockey
3/7/1993,0:45:00,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 3rd period,UW Men's hockey
3/7/1993,2:15:00,,3/4 inch videotape,,Wisconsin vs. Michigan Tech Overtime,UW Men's hockey
3/7/1993,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
3/12/1993,0:40:20,,3/4 inch videotape,,WCHA Playoffs 1: Wisconsin vs. Colorado College 1st period,UW Men's hockey
2/7/1997,0:35:55,,Betacam SP,,Wisconsin vs. Colorado College 1st period,UW Men's hockey
3/14/1999,2:15:00,,VHS,,WCHA Playoffs 1: Wisconsin vs. St. Cloud State,UW Men's hockey
10/15/1999,0:43:38,,Betacam SP,,Wisconsin vs. Michigan Tech 1st period,UW Men's hockey
10/15/1999,0:46:06,,Betacam SP,,Wisconsin vs. Michigan Tech 2nd period,UW Men's hockey
10/15/1999,0:47:40,,Betacam SP,,Wisconsin vs. Michigan Tech 3rd period,UW Men's hockey
10/15/1999,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
11/14/2003,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
11/21/2003,0:45:00,,Betacam SP,,Wisconsin vs. Colorado College 1st period,UW Men's hockey
11/21/2003,0:45:00,,Betacam SP,,Wisconsin vs. Colorado College 2nd period,UW Men's hockey
2/26/1993,0:43:59,,3/4 inch videotape,,Wisconsin vs. Minnesota 1st peroid,UW Men's hockey
2/26/1993,0:41:06,,3/4 inch videotape,,Wisconsin vs. Minnesota 2nd peroid,UW Men's hockey
2/26/1993,0:53:00,,3/4 inch videotape,,Wisconsin vs. Minnesota 3rd peroid and overtime,UW Men's hockey
2/26/1993,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
2/27/1993,0:44:51,,3/4 inch videotape,,Wisconsin vs. Minnesota 1st peroid,UW Men's hockey
2/27/1993,0:41:27,,3/4 inch videotape,,Wisconsin vs. Minnesota 2nd peroid,UW Men's hockey
2/27/1993,0:40:10,,3/4 inch videotape,,Wisconsin vs. Minnesota 3rd peroid,UW Men's hockey
2/27/1993,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
3/6/1993,0:40:39,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 1st period,UW Men's hockey
12/4/1992,0:40:39,,3/4 inch videotape,,Wisconsin vs. North Dakota 2nd period,UW Men's hockey
12/4/1992,0:46:28,,3/4 inch videotape,,Wisconsin vs. North Dakota 3rd period,UW Men's hockey
12/4/1992,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
12/5/1992,0:40:20,,3/4 inch videotape,,Wisconsin vs. North Dakota 1st period,UW Men's hockey
12/5/1992,0:38:32,,3/4 inch videotape,,Wisconsin vs. North Dakota 2nd period,UW Men's hockey
12/5/1992,0:45:00,,3/4 inch videotape,,Wisconsin vs. North Dakota 3rd period,UW Men's hockey
12/5/1992,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
1/3/1992,2:15:00,,VHS,,Wisconsin vs. North Dakota,UW Men's hockey
1/18/1992,2:15:00,,VHS,,Wisconsin vs. Northern Michigan,UW Men's hockey
3/12/1993,0:38:00,,3/4 inch videotape,,WCHA Playoffs 1: Wisconsin vs. Colorado College 2nd period,UW Men's hockey
3/12/1993,0:40:18,,3/4 inch videotape,,WCHA Playoffs 1: Wisconsin vs. Colorado College 3rd period,UW Men's hockey
3/12/1993,2:15:00,,VHS,,WCHA Playoffs 1: Wisconsin vs. Colorado College,UW Men's hockey
3/13/1993,0:50:10,,3/4 inch videotape,,WCHA Playoffs 2: Wisconsin vs. Colorado College 1st period,UW Men's hockey
3/13/1993,0:43:07,,3/4 inch videotape,,WCHA Playoffs 2: Wisconsin vs. Colorado College 2nd period,UW Men's hockey
3/13/1993,0:41:23,,3/4 inch videotape,,WCHA Playoffs 2: Wisconsin vs. Colorado College 3rd period,UW Men's hockey
11/5/1993,0:40:16,,3/4 inch videotape,,Wisconsin vs. North Dakota 1st period,UW Men's hockey
12/8/1995,0:34:48,,3/4 inch videotape,,Wisconsin vs. Colorado College 2nd period,UW Men's hockey
12/8/1995,0:45:45,,3/4 inch videotape,,Wisconsin vs. Colorado College 3rd period,UW Men's hockey
12/8/1995,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
12/9/1995,0:32:39,,3/4 inch videotape,,Wisconsin vs. Colorado College 1st period,UW Men's hockey
12/9/1995,0:32:58,,3/4 inch videotape,,Wisconsin vs. Colorado College 2nd period,UW Men's hockey
12/9/1995,0:40:12,,3/4 inch videotape,,Wisconsin vs. Colorado College 3rd period,UW Men's hockey
12/9/1995,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
12/15/1995,0:36:27,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 1st period,UW Men's hockey
2/1/1997,0:32:21,,Betacam SP,,Wisconsin vs. Alaska-Anchorage 2nd period,UW Men's hockey
2/1/1997,0:52:42,,Betacam SP,,Wisconsin vs. Alaska-Anchorage 3rd period and overtime,UW Men's hockey
2/1/1997,2:15:00,,VHS,,Wisconsin vs. Alaska-Anchorage,UW Men's hockey
3/6/1994,2:15:00,,VHS,,Wisconsin vs. Alaska-Anchorage,UW Men's hockey
3/11/1994,0:46:07,,3/4 inch videotape,,WCHA Playoffs 1: Wisconsin vs. North Dakota 1st period,UW Men's hockey
3/11/1994,0:53:47,,3/4 inch videotape,,WCHA Playoffs 1: Wisconsin vs. North Dakota 2nd period,UW Men's hockey
3/11/1994,0:40:08,,3/4 inch videotape,,WCHA Playoffs 1: Wisconsin vs. North Dakota 3rd period,UW Men's hockey
3/11/1994,2:15:00,,VHS,,WCHA Playoffs 1: Wisconsin vs. North Dakota,UW Men's hockey
3/12/1994,0:41:48,,3/4 inch videotape,,WCHA Playoffs 2: Wisconsin vs. North Dakota 1st period,UW Men's hockey
3/12/1994,0:39:03,,3/4 inch videotape,,WCHA Playoffs 2: Wisconsin vs. North Dakota 2nd period,UW Men's hockey
3/12/1994,0:40:49,,3/4 inch videotape,,WCHA Playoffs 2: Wisconsin vs. North Dakota 3rd period,UW Men's hockey
3/12/1994,2:15:00,,VHS,,WCHA Playoffs 2: Wisconsin vs. North Dakota,UW Men's hockey
10/21/1994,0:39:59,,3/4 inch videotape,,Wisconsin vs. Denver 1st period,UW Men's hockey
10/21/1994,0:39:57,,3/4 inch videotape,,Wisconsin vs. Denver 2nd period,UW Men's hockey
10/21/1994,0:38:56,,3/4 inch videotape,,Wisconsin vs. Denver 3rd period,UW Men's hockey
10/21/1994,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
10/22/1994,0:44:29,,3/4 inch videotape,,Wisconsin vs. Denver 1st period,UW Men's hockey
10/22/1994,0:44:17,,3/4 inch videotape,,Wisconsin vs. Denver 2nd period,UW Men's hockey
10/22/1994,0:41:26,,3/4 inch videotape,,Wisconsin vs. Denver 3rd period,UW Men's hockey
10/22/1994,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
11/4/1994,0:45:46,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 1st period,UW Men's hockey
2/26/1994,0:45:17,,3/4 inch videotape,,Wisconsin vs. Minnesota 2nd period,UW Men's hockey
2/26/1994,0:46:34,,3/4 inch videotape,,Wisconsin vs. Minnesota 3rd period,UW Men's hockey
2/26/1994,2:15:00,,VHS,,Wisconsin vs. Minnesota,UW Men's hockey
3/5/1994,0:48:02,,3/4 inch videotape,,Wisconsin vs. Alaska-Anchorage 1st period,UW Men's hockey
3/5/1994,0:46:12,,3/4 inch videotape,,Wisconsin vs. Alaska-Anchorage 2nd period,UW Men's hockey
3/5/1994,0:42:52,,3/4 inch videotape,,Wisconsin vs. Alaska-Anchorage 3rd period,UW Men's hockey
3/5/1994,2:15:00,,VHS,,Wisconsin vs. Alaska-Anchorage,UW Men's hockey
3/6/1994,0:45:00,,3/4 inch videotape,,Wisconsin vs. Alaska-Anchorage 1st period,UW Men's hockey
3/6/1994,0:45:00,,3/4 inch videotape,,Wisconsin vs. Alaska-Anchorage 3rd period,UW Men's hockey
11/4/1994,0:38:43,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 2nd period,UW Men's hockey
11/4/1994,0:51:39,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 3rd period and overtime,UW Men's hockey
11/4/1994,2:15:00,,VHS,,Wisconsin vs. Minnesota-Duluth,UW Men's hockey
11/4/1994,2:15:00,,VHS,,Wisconsin vs. Minnesota-Duluth,UW Men's hockey
11/5/1994,0:45:00,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 1st period,UW Men's hockey
11/5/1994,0:45:00,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 2nd period,UW Men's hockey
11/5/1994,0:45:00,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 3rd period,UW Men's hockey
11/5/1994,2:15:00,,VHS,,Wisconsin vs. Minnesota-Duluth,UW Men's hockey
11/5/1994,2:15:00,,VHS,,Wisconsin vs. Minnesota-Duluth,UW Men's hockey
11/20/1993,0:42:00,,3/4 inch videotape,,Wisconsin vs. Colorado College 1st period,UW Men's hockey
11/20/1993,0:42:00,,3/4 inch videotape,,Wisconsin vs. Colorado College 2nd period,UW Men's hockey
11/20/1993,0:38:00,,3/4 inch videotape,,Wisconsin vs. Colorado College 3rd period,UW Men's hockey
11/20/1993,2:15:00,,VHS,,Wisconsin vs. Colorado College,UW Men's hockey
12/3/1993,0:39:38,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 1st period,UW Men's hockey
12/3/1993,0:37:06,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 2nd period,UW Men's hockey
12/3/1993,0:41:28,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 3rd period,UW Men's hockey
12/4/1993,0:49:10,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 1st period,UW Men's hockey
12/4/1993,0:42:43,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 2nd period,UW Men's hockey
12/4/1993,0:46:42,,3/4 inch videotape,,Wisconsin vs. Northern Michigan 3rd period,UW Men's hockey
12/4/1993,2:15:00,,VHS,,Wisconsin vs. Northern Michigan,UW Men's hockey
3/6/1993,0.041666667,,3/4 inch videotape,,"Jim Santulli, Hockey Hall of Fame",UW Men's hockey
1/14/1994,0:42:17,,3/4 inch videotape,,Wisconsin vs. St. Cloud State 1st period,UW Men's hockey
1/14/1994,0:38:43,,3/4 inch videotape,,Wisconsin vs. St. Cloud State 2nd period,UW Men's hockey
1/14/1994,0:42:23,,3/4 inch videotape,,Wisconsin vs. St. Cloud State 3rd period,UW Men's hockey
1/14/1994,2:15:00,,VHS,,Wisconsin vs. St. Cloud State,UW Men's hockey
1/21/1994,0:42:40,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 1st period,UW Men's hockey
1/21/1994,0:39:45,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 2nd period,UW Men's hockey
1/21/1994,0:37:51,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 3rd period,UW Men's hockey
1/21/1994,2:15:00,,VHS,,Wisconsin vs. Minnesota-Duluth,UW Men's hockey
1/22/1994,0:44:07,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 1st period,UW Men's hockey
1/22/1994,0:40:27,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 2nd period,UW Men's hockey
1/22/1994,0:41:09,,3/4 inch videotape,,Wisconsin vs. Minnesota-Duluth 3rd period,UW Men's hockey
1/22/1994,2:15:00,,VHS,,Wisconsin vs. Minnesota-Duluth,UW Men's hockey
2/4/1994,0:45:01,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 1st period,UW Men's hockey
2/4/1994,0:44:11,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 2nd period,UW Men's hockey
2/4/1994,0:40:24,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 3rd period,UW Men's hockey
2/4/1994,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
2/5/1994,0:46:49,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 1st period,UW Men's hockey
2/5/1994,0:49:25,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 2nd period,UW Men's hockey
2/5/1994,0:45:00,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 3rd period,UW Men's hockey
2/5/1994,2:15:00,,VHS,,Wisconsin vs. Michigan Tech,UW Men's hockey
2/25/1994,0:58:40,,3/4 inch videotape,,Wisconsin vs. Minnesota 1st period,UW Men's hockey
2/25/1994,0:38:45,,3/4 inch videotape,,Wisconsin vs. Minnesota 2nd period,UW Men's hockey
2/25/1994,0:49:42,,3/4 inch videotape,,Wisconsin vs. Minnesota 3rd period,UW Men's hockey
2/26/1994,0:51:37,,3/4 inch videotape,,Wisconsin vs. Minnesota 1st period,UW Men's hockey
3/24/1990,0:45:23,,DVCPro,,NCAA Quarter finals: Wisconsin vs. Maine 2nd period,UW Men's hockey
3/24/1990,0:46:49,,DVCPro,,NCAA Quarter finals: Wisconsin vs. Maine 3rd period,UW Men's hockey
3/24/1990,0:22:51,,DVCPro,,NCAA Quarter finals: Wisconsin vs. Maine Overtime,UW Men's hockey
3/24/1990,2:45:00,,VHS,,NCAA Quarter finals - Game 2: Wisconsin vs. Maine,UW Men's hockey
4/1/1990,0:45:00,,DVCPro,,Wisconsin vs. Colgate 1st period,UW Men's hockey
4/1/1990,0:45:00,,DVCPro,,Wisconsin vs. Colgate 2nd period,UW Men's hockey
4/1/1990,0:45:00,,3/4 inch videotape,,Wisconsin vs. Colgate 3rd period,UW Men's hockey
4/1/1990,2:15:00,,VHS,,Wisconsin vs. Colgate,UW Men's hockey
1/26/1990,0:55:18,,3/4 inch videotape,,Wisconsin vs. Denver 1st period,UW Men's hockey
3/8/1992,0:47:43,,3/4 inch videotape,,Wisconsin vs. St. Cloud 3rd period,UW Men's hockey
3/13/1992,0:45:47,,3/4 inch videotape,,WCHA Playoffs 1: Wisconsin vs. St. Cloud 1st period,UW Men's hockey
3/13/1992,0:44:38,,3/4 inch videotape,,WCHA Playoffs 1: Wisconsin vs. St. Cloud 2nd period,UW Men's hockey
3/13/1992,0:38:46,,3/4 inch videotape,,WCHA Playoffs 1: Wisconsin vs. St. Cloud 3rd period,UW Men's hockey
3/13/1992,0:09:49,,3/4 inch videotape,,WCHA Playoffs 1: Wisconsin vs. St. Cloud Overtime,UW Men's hockey
1973?,0:16:56,,BetacamSP,,"Highlights: 1972-1973, Year of championship hockey",UW Men's hockey
1976?,0:29:40,,DVCPRO,,"Highlights: 1976-1977, From Madison to Motown",UW Men's hockey
1977?,0:14:30,,DVCPRO,,"Highlights: 1977-1978, A hot time in Madison",UW Men's hockey
1977?,0:14:30,,DVD,,"Highlights: 1977-1978, A hot time in Madison",UW Men's hockey
1980?,0:14:25,,HDCAM,,"Highlights: 1980-1982, Badger celebration",UW Men's hockey
1982?,0:14:53,,DVCPRO,,Highlights: 1982-1983,UW Men's hockey
11/15/1988,2:15:00,,VHS,,Wisconsin vs. Illinois-Chicago,UW Men's hockey
10/16/1989,0:43:57,,3/4 inch videotape,,Wisconsin vs. St. Cloud 2nd period,UW Men's hockey
10/16/1989,0:39:30,,3/4 inch videotape,,Wisconsin vs. St. Cloud 3rd period,UW Men's hockey
10/20/1989,0:45:13,,3/4 inch videotape,,Wisconsin vs. Michigan Tech 2nd period,UW Men's hockey
10/20/1989,0:49:17,,3/4 inch videotape,,Wisconsin vs. MIchigan Tech 3rd period,UW Men's hockey
10/21/1989,0:45:00,,3/4 inch videotape,,Wisconsin vs. MIchigan Tech 3rd period,UW Men's hockey
11/3/1989,0:38:27,,3/4 inch videotape,,Wisconsin vs. Minnesota 2nd period,UW Men's hockey
11/3/1989,0:45:00,,3/4 inch videotape,,Wisconsin vs. Minnesota 3rd period,UW Men's hockey
11/4/1989,0:39:44,,3/4 inch videotape,,Wisconsin vs. Minnesota 3rd period,UW Men's hockey
11/24/1989,0:36:34,,3/4 inch videotape,,Wisconsin vs. Minnesota Duluth 2nd period,UW Men's hockey
11/24/1989,0:43:30,,3/4 inch videotape,,Wisconsin vs. Minnesota Duluth 3rd period,UW Men's hockey
2/3/1989,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
2/4/1989,2:15:00,,VHS,,Wisconsin vs. Denver,UW Men's hockey
2/13/1989,2:15:00,,VHS,,Wisconsin vs. Northern Michigan,UW Men's hockey
3/6/2009,0:45:00,,Betacam SP,,Wisconsin vs. North Dakota 1st period,UW Men's hockey
3/6/2009,0:45:00,,Betacam SP,,Wisconsin vs. North Dakota 2nd period,UW Men's hockey
3/6/2009,0:45:00,,Betacam SP,,Wisconsin vs. North Dakota 3rd period,UW Men's hockey
3/6/2009,2:15:00,,DVD,,Wisconsin vs. North Dakota,UW Men's hockey
3/7/2009,0:45:00,,Betacam SP,,Wisconsin vs. North Dakota 1st period,UW Men's hockey
3/7/2009,0:45:00,,Betacam SP,,Wisconsin vs. North Dakota 2nd period,UW Men's hockey
3/18/1992,0:51:15,,3/4 inch videotape,,NCAA Basketball: Wisconsin vs. Montana 1st half,UW women's basketball
3/18/1992,0:56:30,,3/4 inch videotape,,NCAA Basketball: Wisconsin vs. Montana 2nd half,UW women's basketball
4/4/1992,0:45:00,,3/4 inch videotape,,NCAA Finals 1st Half,UW women's basketball
4/4/1992,0:45:00,,3/4 inch videotape,,NCAA Finals 2nd Half,UW women's basketball
2/5/1995,0:41:50,,3/4 inch videotape,,Wisconsin vs. Minnesota 1st half,UW women's basketball
2/5/1995,0:48:00,,3/4 inch videotape,,Wisconsin vs. Minnesota 2nd half,UW women's basketball
2/5/1995,0:18:00,,3/4 inch videotape,,Wisconsin vs. Minnesota Overtime,UW women's basketball
3/15/1996,0:45:00,,Betacam SP,,NCAA Round 1: Wisconsin vs. Oregon 1st half,UW women's basketball
3/15/1996,0:45:00,,Betacam SP,,NCAA Round 1: Wisconsin vs. Oregon 2nd half,UW women's basketball
12/27/1996,0:45:00,,Betacam SP,,Wisconsin vs. Penn State 1st half,UW women's basketball
12/27/1996,0:45:00,,Betacam SP,,Wisconsin vs. Penn State 2nd half,UW women's basketball
12/29/1996,0:49:16,,Betacam SP,,Wisconsin vs. Illinois 1st half,UW women's basketball
1/19/1997,0:48:57,,Betacam SP,,Wisconsin vs. Ohio State 1st half,UW women's basketball
1/19/1997,1:02:40,,Betacam SP,,Wisconsin vs. Ohio State 2nd half,UW women's basketball
2/14/1997,0:51:49,,Betacam SP,,Wisconsin vs. Iowa 1st half,UW women's basketball
2/14/1997,0:56:38,,Betacam SP,,Wisconsin vs. Iowa 2nd half,UW women's basketball
2/9/1995,0:45:00,,3/4 inch videotape,,Wisconsin vs. Marquette 1st half,UW women's basketball
2/9/1995,0:45:00,,3/4 inch videotape,,Wisconsin vs. Marquette 2nd half,UW women's basketball
1/19/1996,0:43:52,,Betacam SP,,Wisconsin vs. Minnesota 1st half,UW women's basketball
1/19/1996,0:47:35,,Betacam SP,,Wisconsin vs. Minnesota 2nd half,UW women's basketball
1/26/1996,0:45:00,,Betacam SP,,Wisconsin vs. Purdue 1st half,UW women's basketball
1/26/1996,0:45:00,,Betacam SP,,Wisconsin vs. Purdue 2nd half,UW women's basketball
1/26/1996,0:20:00,,Betacam SP,,Wisconsin vs. Purdue Overtime (2),UW women's basketball
2/8/1996,0:45:00,,Betacam SP,,Wisconsin vs. Tennessee 1st half,UW women's basketball
2/8/1996,0:45:00,,Betacam SP,,Wisconsin vs. Tennessee 2nd half,UW women's basketball
2/15/1998,0:55:57,,Betacam SP,,Wisconsin vs. Purdue 2nd half,UW women's basketball
2/20/1998,0:53:40,,Betacam SP,,Wisconsin vs. Illinois 1st half,UW women's basketball
2/20/1998,0:45:00,,Betacam SP,,Wisconsin vs. Illinois 2nd half,UW women's basketball
12/3/1998,0:51:48,,Betacam SP,,Wisconsin vs. Marquette 1st half,UW women's basketball
12/3/1998,0:49:13,,Betacam SP,,Wisconsin vs. Marquette 2nd half,UW women's basketball
12/28/1998,0:44:53,,Betacam SP,,Wisconsin vs. Minnesota 1st half,UW women's basketball
12/28/1998,0:59:29,,Betacam SP,,Wisconsin vs. Minnesota 2nd half,UW women's basketball
1/15/1999,0:46:27,,Betacam SP,,Wisconsin vs. Michigan 1st half,UW women's basketball
1/15/1999,0:49:31,,Betacam SP,,Wisconsin vs. Michigan 2nd half,UW women's basketball
2/23/1997,1:30:00,,Betacam SP,,Wisconsin vs. Penn State 1st half,UW women's basketball
2/23/1997,0:45:00,,Betacam SP,,Wisconsin vs. Penn State 2nd half,UW women's basketball
1/11/1998,0:45:00,,Betacam SP,,Wisconsin vs. West Kentucky 1st half,UW women's basketball
1/11/1998,0:45:00,,Betacam SP,,Wisconsin vs. West Kentucky 2nd half,UW women's basketball
1/20/1998,0:45:00,,Betacam SP,,Wisconsin vs. Iowa 1st half,UW women's basketball
1/20/1998,0:45:00,,Betacam SP,,Wisconsin vs. Iowa 2nd half,UW women's basketball
2/1/1998,0:43:42,,Betacam SP,,Wisconsin vs. Northwestern 1st half,UW women's basketball
2/1/1998,0:46:12,,Betacam SP,,Wisconsin vs. Northwestern 2nd half,UW women's basketball
2/15/1998,0:45:30,,Betacam SP,,Wisconsin vs. Purdue 1st half,UW women's basketball
12/5/1999,0:59:27,,Betacam SP,,Wisconsin vs. Tennessee 2nd half,UW women's basketball
12/30/1999,0:45:00,,Betacam SP,,Wisconsin vs. Purdue 1st half,UW women's basketball
12/30/1999,0:45:00,,Betacam SP,,Wisconsin vs. Purdue 2nd half,UW women's basketball
1/20/2000,0:45:50,,Betacam SP,,Wisconsin vs. Michigan 1st half,UW women's basketball
1/20/2000,0:55:36,,Betacam SP,,Wisconsin vs. Michigan 2nd half,UW women's basketball
2/3/2000,0:57:35,,Betacam SP,,Wisconsin vs. Minnesota 1st half,UW women's basketball
2/3/2000,0:21:12,,Betacam SP,,Wisconsin vs. Minnesota 2nd half,UW women's basketball
2/8/2000,0:45:00,,Betacam SP,,Wisconsin vs. Rice 1st half,UW women's basketball
2/8/2000,0:45:00,,Betacam SP,,Wisconsin vs. Rice 2nd half,UW women's basketball
1/29/1999,0:55:15,,Betacam SP,,Wisconsin vs. Penn State 1st half,UW women's basketball
1/29/1999,0:55:33,,Betacam SP,,Wisconsin vs. Penn State 2nd half,UW women's basketball
2/5/1999,0:47:22,,Betacam SP,,Wisconsin vs. Penn State 1st half,UW women's basketball
2/5/1999,0:45:00,,Betacam SP,,Wisconsin vs. Penn State 2nd half,UW women's basketball
2/5/1999,0:00:15,,Betacam SP,,Wisconsin vs. Penn State Overtime,UW women's basketball
3/11/1999,0:51:02,,Betacam SP,,NIT 1st Round: Wisconsin vs. ISU 2nd half,UW women's basketball
3/20/1999,0:58:32,,Betacam SP,,NIT Semi-Finals: Wisconsin vs. Memphis 1st half,UW women's basketball
3/20/1999,0:58:07,,Betacam SP,,NIT Semi-Finals: Wisconsin vs. Memphis 2nd half,UW women's basketball
12/5/1999,0:54:12,,Betacam SP,,Wisconsin vs. Tennessee 1st half,UW women's basketball
